crop_name,variety,category,state,district,mandi_name,season,month,quantity_kg,grade,demand_index,historical_avg_price,unit_price,is_synthetic
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,12,3542.18,Grade A,0.83,16.82,15.32,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Year-Round,12,2588.67,Grade B,1.61,55.99,82.51,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,12,2278.04,Grade B,1.71,50.12,84.55,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Zaid,11,3604.93,Grade A,0.75,70.75,61.46,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Year-Round,9,4450.61,Grade C,0.79,62.17,35.16,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,8,737.9,Grade A,1.5,22.15,41.28,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,10,3942.34,Grade B,1.09,19.87,16.36,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Rabi,10,1427.42,Grade B,1.07,21.53,21.61,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Year-Round,6,3401.87,Grade A,0.74,39.91,33.92,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,4,493.35,Grade B,1.46,26.82,38.55,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,5,1985.04,Grade B,1.77,40.91,73.09,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Year-Round,11,3240.2,Grade A,0.82,68.36,53.73,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,4,921.32,Grade B,1.64,18.24,29.78,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,4553.23,Grade B,1.62,19.64,32.98,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,3,2398.45,Grade B,1.0,48.39,44.66,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,3,303.27,Grade B,0.88,23.6,19.7,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,2,1327.63,Grade B,1.16,22.71,24.38,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,6,3160.61,Grade A,1.13,55.0,73.43,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,5,220.17,Grade B,1.37,24.75,35.45,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Rabi,12,3985.31,Grade B,0.8,45.28,35.04,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,12,4346.6,Grade C,1.59,20.83,25.6,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,7,721.52,Grade A,0.91,47.07,53.07,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,3,3692.81,Grade B,0.93,17.76,15.91,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,4,3288.39,Grade B,1.8,18.94,31.33,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,2,4402.66,Grade C,1.22,17.35,15.49,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,3,1102.69,Grade B,0.72,25.28,16.26,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Kharif,12,3932.14,Grade B,1.74,42.5,63.33,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Zaid,1,4906.17,Grade C,1.39,41.84,44.66,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Zaid,8,1748.11,Grade A,1.4,46.54,74.31,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,2,3370.29,Grade B,1.59,26.96,34.66,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,5,3374.72,Grade A,1.0,23.27,25.47,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Year-Round,10,3048.48,Grade A,1.36,48.05,67.98,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Kharif,4,981.75,Grade B,0.82,45.45,35.86,True
Wheat,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,6,1054.12,Grade B,1.8,24.01,47.86,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,3,1339.0,Grade A,1.61,59.32,105.73,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Rabi,11,3484.62,Grade A,0.97,47.26,50.14,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,6,1676.42,Grade A,1.32,38.05,61.3,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Rabi,12,3380.52,Grade C,1.2,44.65,42.11,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,4,4771.99,Grade C,0.85,26.31,18.7,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,10,2443.69,Grade B,0.62,26.49,13.79,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,9,1786.35,Grade A,1.6,58.88,102.34,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Kharif,2,4920.46,Grade C,1.69,34.67,41.57,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,2,4539.58,Grade A,0.8,24.9,20.0,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,12,982.1,Grade B,0.96,21.69,19.0,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,8,3234.97,Grade B,0.84,27.69,21.27,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Kharif,12,3162.23,Grade A,0.92,74.68,70.47,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Indore Mandi,Zaid,1,859.9,Grade C,1.43,68.86,76.07,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,2,1945.03,Grade C,1.36,15.52,14.12,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,10,4705.46,Grade A,1.74,18.92,31.54,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,9,68.33,Grade A,0.8,19.65,16.49,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,2,2315.83,Grade A,0.71,47.95,34.71,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,6,430.14,Grade C,1.1,20.04,21.64,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,6,4943.03,Grade B,1.01,28.16,29.11,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Rabi,3,1058.59,Grade A,0.91,17.71,16.68,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,7,4931.58,Grade B,1.59,17.51,28.02,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,2,1256.36,Grade B,0.97,20.71,17.99,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Year-Round,9,3776.6,Grade A,1.2,45.81,54.98,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,8,2188.73,Grade B,1.56,19.33,30.48,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,2,2116.05,Grade A,0.77,24.31,19.58,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,8,4415.78,Grade A,1.75,20.98,39.92,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,8,3464.47,Grade B,1.73,16.6,29.85,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,7,3744.78,Grade A,0.77,17.48,16.29,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,8,1221.77,Grade A,1.35,34.14,56.39,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,11,2268.02,Grade A,1.19,78.14,93.42,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,1,2850.97,Grade B,1.7,34.37,54.77,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Zaid,12,1001.96,Grade B,1.16,28.63,31.65,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,12,3176.14,Grade B,1.25,73.11,80.34,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,10,3901.03,Grade B,0.86,19.48,13.36,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,6,1941.17,Grade B,0.63,19.39,14.11,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,9,915.19,Grade B,1.38,26.65,34.18,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Zaid,2,547.26,Grade A,1.21,39.78,49.67,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,7,4012.65,Grade B,1.61,27.09,44.31,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,1,4829.77,Grade A,1.01,48.42,50.34,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,9,205.99,Grade B,0.75,47.84,35.61,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,5,4228.72,Grade C,0.77,71.69,46.71,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Kharif,8,1740.27,Grade C,0.86,62.14,48.02,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,5,4763.69,Grade A,0.66,75.76,52.72,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,3,4803.82,Grade A,0.65,26.45,17.6,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,4,2732.98,Grade A,1.15,32.79,41.81,True
Tomato,Desi,Vegetable,Maharashtra,Nashik,Nashik APMC,Rabi,10,2452.19,Grade B,0.78,18.33,13.25,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,3,3233.15,Grade A,1.52,15.74,25.22,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,5,4675.38,Grade C,0.85,23.1,17.02,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,2,1340.34,Grade B,0.96,28.26,24.54,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Year-Round,2,3134.53,Grade B,1.03,61.54,57.01,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Year-Round,8,4021.13,Grade B,1.06,38.25,38.97,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,2,2293.67,Grade A,1.62,32.85,53.98,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Zaid,1,1825.7,Grade B,1.24,44.28,51.02,True
Wheat,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,1,4168.11,Grade B,1.08,27.77,23.28,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,8,2458.09,Grade C,1.0,24.47,20.27,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Zaid,1,224.04,Grade B,0.99,46.88,47.56,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Kharif,11,1917.87,Grade B,0.91,63.63,48.27,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Rabi,5,154.69,Grade A,1.1,20.81,29.61,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,10,4100.59,Grade C,1.42,25.92,26.49,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,1,2620.07,Grade A,0.88,31.52,29.5,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Year-Round,2,4577.74,Grade B,1.19,52.62,52.85,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Rabi,5,594.87,Grade A,1.06,75.67,98.82,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,12,2961.22,Grade A,1.4,35.8,52.75,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,4,2081.97,Grade A,1.72,60.13,117.72,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,8,4385.87,Grade C,1.54,55.21,66.3,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Zaid,11,2919.87,Grade C,1.25,80.22,80.6,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,4,1540.82,Grade B,0.9,16.03,13.62,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,5,3265.24,Grade C,0.96,24.05,19.36,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,6,99.55,Grade B,1.66,21.31,40.52,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,12,1978.1,Grade B,0.89,34.38,28.14,True
Wheat,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,2,4999.25,Grade B,0.6,25.86,13.65,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,12,3074.09,Grade A,0.6,20.09,13.72,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Year-Round,12,2444.27,Grade C,0.98,47.37,39.13,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,11,4661.71,Grade B,0.73,75.91,42.41,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,8,992.39,Grade B,1.04,45.96,47.34,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,12,1981.68,Grade A,1.29,20.18,29.03,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,12,3271.09,Grade A,1.64,45.35,76.31,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Year-Round,9,875.6,Grade B,1.56,43.39,65.71,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,11,139.5,Grade A,1.08,21.09,25.88,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Zaid,10,2391.3,Grade C,1.22,39.46,33.9,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,11,1550.18,Grade C,1.37,20.94,22.48,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,12,3281.0,Grade C,0.91,21.64,14.92,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Indore Mandi,Year-Round,11,359.1,Grade C,1.06,59.18,50.26,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,2,1549.58,Grade C,1.49,27.02,28.99,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,8,157.42,Grade A,1.36,28.53,45.02,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Year-Round,12,4250.6,Grade A,1.67,45.64,78.78,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,5,1607.09,Grade A,0.7,24.01,21.32,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,8,1007.03,Grade B,1.74,23.25,38.62,True
Maize,Hybrid,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,6,1372.93,Grade C,1.11,24.58,24.74,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Zaid,6,4131.36,Grade B,1.1,64.1,71.59,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,11,917.9,Grade A,0.61,56.83,36.12,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,7,1084.84,Grade B,1.62,45.33,81.04,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,8,2543.41,Grade A,1.6,18.02,34.3,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,9,245.12,Grade B,1.49,28.52,42.7,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Kharif,7,3677.74,Grade B,1.21,63.62,82.38,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,1,4953.68,Grade B,0.93,23.35,18.95,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,11,3991.61,Grade B,1.3,35.29,41.06,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,5,1531.28,Grade A,1.5,26.62,47.22,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,10,4435.31,Grade A,1.53,37.31,57.91,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,3,1714.91,Grade B,1.3,76.76,90.61,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,4,3621.17,Grade B,1.73,28.09,47.43,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Zaid,7,617.97,Grade B,0.75,55.99,46.34,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,7,762.82,Grade A,1.8,25.52,59.97,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Year-Round,7,518.67,Grade C,0.64,66.14,39.11,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,6,3441.75,Grade B,1.78,79.23,148.4,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,2,4267.25,Grade C,1.03,51.08,39.83,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,2,3781.15,Grade C,1.35,62.18,61.4,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,3,2058.77,Grade B,1.76,27.27,43.41,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,1,1420.93,Grade B,0.68,20.24,13.57,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,8,2086.08,Grade A,0.77,26.1,23.29,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Zaid,11,228.03,Grade B,1.39,36.36,45.26,True
Rice,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,8,3925.1,Grade C,1.61,35.11,49.0,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,2,1167.04,Grade B,0.85,19.08,15.11,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Kharif,3,446.09,Grade A,1.03,38.72,44.71,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,7,4630.18,Grade A,1.64,51.82,98.9,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,1,2816.82,Grade A,1.0,20.65,21.31,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,2,3730.83,Grade B,1.5,24.64,28.97,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,11,2792.15,Grade B,0.6,26.26,13.83,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,7,3398.54,Grade A,0.83,24.83,24.39,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,7,2771.33,Grade B,1.14,77.65,87.97,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Kharif,8,2540.07,Grade A,1.39,21.54,34.43,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,10,1286.94,Grade A,1.03,26.1,27.18,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,12,1297.39,Grade B,1.7,19.44,33.74,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,9,2640.27,Grade A,0.74,22.19,16.34,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,11,3832.27,Grade A,0.9,26.11,24.85,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Zaid,6,2061.51,Grade A,1.18,49.75,72.88,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,12,2801.56,Grade A,1.44,20.14,30.57,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,8,1723.09,Grade C,1.69,23.41,34.3,True
Mango,Local,Fruit,Maharashtra,Pune,Pune APMC,Rabi,11,2498.26,Grade A,1.67,61.88,103.32,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,9,4301.95,Grade A,0.71,21.29,16.57,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,11,1293.4,Grade B,0.98,27.08,23.78,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,5,3744.94,Grade C,1.67,18.78,27.8,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,1,3249.51,Grade B,1.65,86.64,131.81,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,6,3294.41,Grade A,0.88,27.08,29.77,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Nashik APMC,Rabi,10,1790.96,Grade B,1.25,42.17,45.62,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,8,3069.71,Grade B,1.06,48.93,50.46,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,4,1175.24,Grade B,1.01,19.21,19.22,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,9,812.12,Grade C,1.45,19.68,21.77,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,6,2166.96,Grade C,1.32,24.48,28.61,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,12,1156.83,Grade B,1.72,23.03,37.36,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,11,2237.44,Grade A,0.77,23.28,19.63,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,1,4416.92,Grade B,1.12,17.16,17.1,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,12,2275.44,Grade A,1.6,20.23,33.74,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,2,3974.56,Grade A,1.69,17.5,29.5,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,6,3036.85,Grade B,1.57,42.56,66.89,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Kharif,1,3014.47,Grade B,0.93,38.82,31.37,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,2,2080.95,Grade C,1.0,18.23,14.53,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Indore Mandi,Zaid,11,782.9,Grade A,0.72,74.66,62.19,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,1,3710.4,Grade B,1.11,16.21,14.81,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Rabi,11,3987.94,Grade A,1.17,38.84,45.16,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Kharif,6,2437.01,Grade B,1.22,78.65,100.14,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,1,2054.76,Grade A,1.72,20.04,35.23,True
Wheat,Common,Cereal,Maharashtra,Pune,Pune APMC,Rabi,3,1864.86,Grade A,1.34,25.02,32.58,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,7,4546.63,Grade A,1.54,66.53,122.25,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,8,4549.58,Grade A,1.75,28.14,53.57,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,2,2911.46,Grade A,1.75,32.62,56.89,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Rabi,11,2201.66,Grade A,0.83,41.88,35.34,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Kharif,10,1642.35,Grade A,1.16,62.03,71.4,True
Potato,Local,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,3,2411.39,Grade B,1.6,17.85,27.56,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,2,2137.78,Grade C,0.88,40.27,28.31,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,3,1917.04,Grade C,1.68,76.25,102.77,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,12,3095.97,Grade B,1.09,56.41,52.66,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,4,3263.31,Grade B,1.44,19.52,27.99,True
Rice,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,3,2256.17,Grade A,0.66,29.5,22.56,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,4,408.33,Grade B,0.95,70.99,71.06,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Year-Round,12,4443.33,Grade A,1.37,47.73,65.91,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,11,4668.73,Grade A,1.64,62.66,102.42,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,4,424.37,Grade B,1.29,26.96,35.67,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Kharif,9,1800.2,Grade B,0.76,65.54,53.75,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,2,2389.25,Grade C,1.65,26.98,32.69,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,4,2919.7,Grade A,1.4,24.5,38.72,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Kharif,1,1875.08,Grade A,1.43,21.83,31.37,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Year-Round,5,1289.89,Grade B,1.57,37.26,60.32,True
Rice,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Kharif,12,412.86,Grade A,1.67,37.1,67.76,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,8,2038.98,Grade B,0.69,21.16,16.15,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Zaid,10,1334.03,Grade B,1.36,30.48,37.73,True
